3034293,FILTER,1,,
9922-11,FILTER,1,,
101-524009-0161,FILTER - FLIGHT CONTROL INSTALLATION,1,,
100-920068-3,FILTER ASSEMBLY FUEL,1,,
3059788-01,FILTER ELEMENT,3,,
AN6235-3A,FILTER ELEMENT,1,,
50-380069-1,FILTER ELEMENT (B574749)OIL,3.5,,
939152,FILTER HYD PWR PAK,2.5,,
146898-1,FILTER PRESS CONTR,1,,
627495 FILTER,FILTER/SCREEN (DISK),1,,
3038142,FILTER-CPRSR ELEME,3,,
101-555171-1,FILTER-EVAPORATOR,1,,
114-570031-5,FIRE EXTINGUISER ASSEMBLY-CABIN DOOR*RA,1,,
30301102,FIRE EXTINGUISHER W/CARTRIDGE *RA*,2,,
10-Feb,FIRE EXTINGUISHER*RA,0.1,,
A352TS,FIRE EXTINGUISHER*RA,1,,
C352TS,FIRE EXTINGUISHER*RA,1,,
109-389002-7,FIRE WALL SHUTOFF VALVE*RA,2,,
3001-109,FIRE/OVHT DECTOR,8,,
70002-00,FIRST AID KIT 16 UNIT*RA,1,,
20619-1,FITTING,1,,
NAS516-1A,FITTING  LUBRICATION - 0.125 IN DRIVE,1.5,,
50-820240,FITTING-STOP NOSE GEAR,1,,
AP01-251411-1F,FIXED WINDOW,3.5,,
4WB130-0400-AP1,FIXED WINDOW*SSTX,2,,
FL052001PL,FL052001PL PHASE 1 OP INSP,2,,
FL052002PL,FL052002PL  PHASE 2 OP INSP,2.1,,
FL052003PL,FL052003PL  PHASE 3 OP INSP,2,,
FL052004PL,FL052004PL  PHASE 4 OP INSP,2.1,,
FL055020PL,FL055020PL  PL COMPLETE INSP,2.1,,
101-160001-675,FLAP ASSEMBLY - CENTER SECTION,2,,
130-160000-1,FLAP ASSEMBLY - L/H OUTBD,3,,
101-160001-31,FLAP ASSEMBLY INBOARD RH,0.01,,
101-160001-676,FLAP ASSY - CENTER SECTION (OPP -675),2,,
100-384040,FLAP MOTOR,3,,
55-0221-1,FLASH TUBE,1,,
D90028-1,FLASH TUBE ASSEM,1,,
02-0350262-00,FLASH TUBE ASSY  USED ON A500A,1,,
01-0268469-00,FLASHER,1,,
WCS376-1,FLASHER,1,,
202331,FLASHTUBE,2,,
31-3078-19,FLASHTUBE ASSY,4,,
50-384083-9,FLEX DRIVE ASSY,5,,
117-910070-35,FLEX HOSE ASSEMBLY,1,,
58-380043-1,FLIGHT HOUR METER,1,,
100-389016-1,FLOAT SWITCH,2,,
101-389034-7,FLOAT SWITCH,3,,
118-381002-1,FLOAT VALVE ASSEMBLY,2.5,,
130-430072-53,FLOORBOARD ASSEMBLY,2,,
130-430072-55,FLOORBOARD ASSEMBLY,2,,
130-430072-57,FLOORBOARD ASSEMBLY,2,,
130-430072-59,FLOORBOARD ASSEMBLY,2,,
130-420038-1,FLOORBOARD ASSEMBLY  FORWARD CABIN,1,,
101-380025-1,FLOW CONTROL VALVE,1,,
101-380025-21,FLOW CONTROL VALVE,2.5,,
97-380000-33,FLOW CONTROL VALVE,3,,
97-530105-65,FOOT ASSY - PARTITION PANEL ASSY,1,,
100-530448-7,FOOT-LEG ASSEM          LATERAL TRACKING,2,,
101-384176-3,FORWARD BLOWER ASSEMBLY,8,,
101-420089-11,FRAME,12,,
101-530351-45,FRAME ASSEMBLY,0.01,,
101-531327-634,FRAME ASSEMBLY - WINDOW INSTALLATION,7,,
101-531327-633,FRAME ASSEMBLY-WINDOW INSTL  LH COCKPIT,4,,
101-420089-30,FRAME- FS 100.50,12,,
101-110084-601,FRONT SPAR ASSEMBLY,0.01,,
101-110084-602,FRONT SPAR ASSEMBLY,0.01,,
1D2-12,FUEL BOOST PUMP *RA,4,,
100-381005-15,FUEL CAP,1,,
100-381005-3,FUEL CAP,1,,
100-381005-11,FUEL CAP (1900),1,,
100-381004-3,FUEL CAP ADAPTER ASSEMBLY,6,,
100-381005-1,FUEL CAP ASSEM,0.5,,
100-381005-5,FUEL CAP ASSY,1,,
100-381001-10,FUEL CELL,20,,
100-381001-7,FUEL CELL,10,,
100-381001-9,FUEL CELL,10,,
101-381001-7,FUEL CELL,8,,
101-381002-12,FUEL CELL,10,,
101-920090-1,FUEL CELL,12,,
101-920090-2,FUEL CELL,12,,
50-389034-17,FUEL CELL,6,,
50-389034-18,FUEL CELL,10,,
99-380000-23,FUEL CELL,10,,
002-920013-1,FUEL CELL ASSY - WING L E  OUTBD,10,,
002-920013-2,FUEL CELL ASSY (OPP -1)  WING LE OUTBD,10,,
3033895,FUEL CONTROL,7,,
3039342,FUEL CONTROL,7,,
3034476,FUEL CONTROLLER,7,,
3120644-01,FUEL CONTROLLER,3,,
8061-333,FUEL CONTROLLER,4,,
100-0140-01,FUEL DRAIN VALVE,2,,
79C30,FUEL DRAIN VALVE,2,,
217384-1,FUEL FILTER ASSEMBLY,1,,
109-389000-1,FUEL FILTER BOWL ASSEMBLY,2,,
3036641,FUEL FLOW DIVIDER & DUMP VALVE ASSY,3,,
101-389042-5,FUEL FLOW TRANSMITTER,1.5,,
114-389040-21,FUEL LEVEL SENSOR,1.5,,
114-389040-5,FUEL LEVEL SENSOR,2,,
100-389018-23,FUEL PRESSURE SWITCH,2,,
3034083,FUEL PUMP,4,,
3040760,FUEL PUMP,4,,
50-380177-5,FUEL PUMP  *RA,4,,
50-380177-7,FUEL PUMP *RA,4,,
91-380003-3,FUEL PUMP*RA,2,,
91-380003-5,FUEL PUMP*RA,2,,
100-380006-179,FUEL QTY PROBE,5,,
100-380006-181,FUEL QTY PROBE,5,,
100-380006-171,FUEL QTY PROBE (NACELLE),5,,
117-384019-3,FUEL QUANTITY INDICATOR,8,,
100-380006-169,FUEL QUANTITY PROBE,5,,
100-380006-173,FUEL QUANTITY PROBE,5,,
100-380006-175,FUEL QUANTITY PROBE,5,,
100-380006-177,FUEL QUANTITY PROBE,5,,
100-380006-197,FUEL QUANTITY PROBE,5,,
109-389002-9,FUEL SHUTOFF VALVE*RA,3,,
100-380006-149,FUEL TRANSM PROBE,5,,
3032791,FUEL TUBE ASSY,1,,
273001,FUSE  SUBMINI  VERY FAST ACTING,1,,
MS24001-2,FUSE HOLDER,1,,
101-384150-7,GAGE FUEL,2,,
3010818,GASKET,1,,
50-921587-7,GASKET,1,,
MCOF69030-49,GASKET,5,,
50-921587-5,GASKET  FUEL CELL  CENTER SECTION,1,,
MS9371-16,GASKET  METAL O-RING,2,,
38-0250154-00,GASKET BEACON,1,,
50-921582-1,GASKET FUEL CELL,3.5,,
50-921587-3,GASKET-FUEL CELL-CENTER SECTION,1,,
51538-001A,GENERATOR CONTROL UNIT,3,,
000-170000-23,GLARE SHIELD - WING TIP ASSY - EXTENDED,1.5,,
000-170000-24,GLARESHIELD,1,,
8210-212,GOVERNER,3,,
3036817,GOVERNOR,4,,
8210-310,GOVERNOR,3,,
B210631,GOVERNOR,1.5,,
CI 401-220,GPS ANTENNA,6,,
CI 401-420,GPS/SATELLITE/WEATHER DATA COMBO ANTENNA,6,,
1202-006,GRAPHIC ORDINANCE SIGN ASSEMBLY,1,,
4460102-5,greasekrytox240AC MIL-PRF-27617 1/2oz*RA,2.5,,
112412,GROMMET HALF- SELF-ALIGNING FIREPROOF,1,,
100-524119-31,GUARD PIN-CONTROL COLUMNASSEM,25,,
303-248,GUIDE,3,,
130-910037-1,GUIDE - EYEBOLT,1,,
1U149-001-6,GYRO HORIZON,2.5,,
1U367-232-2,GYRO HORIZON,2.1,,
101-380036-1,GYRO HORIZON INDICATOR,2,,
101-550323-3,HALVES ASSEMBLY - PLENUM ASSEM,12,,
101-388007-3,HAND PUMP,4,,
DY1440-7,HANDLE,2,,
101-384096-1,HANDLE ASSEM (inner),1,,
101-384146-1,HANDLE ASSEMBLY,1,,
101-400016-1,HANDLE ASSEMBLY - FUSELAGE LOCK SET,1,,
115-430114,HANDLE ASSEM-EXTERIOR   EMERGENCY EXIT D,8,,
3031704,HARNESS,8,,
FDC8300-24L-389,HARNESS ASSEM LH (FAWN),1,,
FDC8300-24R-389,HARNESS ASSEM RH (FAWN),1,,
100-380006-127,HARNESS ASSEMBLY FUEL GAGING SYSTEM,5,,
267900-002,HEADSET,1,,
308100-0020,HEADSET - BOSE  MODEL AHX-32-01,0.5,,
112633-1,HEATED VENT,1,,
116445,HEATED VENT,2.5,,
50-384180,HEATER ELEMENT ASSEMBLY,5,,
LS4,HEIM BEARING,1,,
FL055000,HIGH CORROSION/HIGH HUMIDITY INSPECTION,0.01,,
101-920061-3,HINGE ASSEM,4,,
101-620011-1,HINGE ASSEM - HORIZ SS98.197,2,,
101-420122-36 ARCT,HINGE ASSEMBLY - ARCTIC BEIGE,1,,
260-1022-1,HOLDER,1,,
MCOC28926-19,HOLDER ASSEMBLY  WITHOUT BULB,1,,
MCOC28926-619,HOLDER ASSEMBLY  WITHOUT BULB,3,,
1U367-207-8,HORIZON GYRO INDICATOR,1,,
101-384169-1,HORN & VALVE - RELIEF,0.5,,
101-531357-1,HORN & VALVE-RELIEF TUBEINSTAL,1,,
101-380015-21,HOSE ASSEM,1,,
101-389001-5,HOSE ASSEM,1,,
300-0855-1,HOSE ASSEMBLY,8,,
330995-4-0172,HOSE ASSEMBLY,1,,
330995-6-0114,HOSE ASSEMBLY,1,,
330995-6-0172,HOSE ASSEMBLY,1,,
330995F12-0400,HOSE ASSEMBLY,1,,
330996F12-0170,HOSE ASSEMBLY,1,,
330996F12-0330,HOSE ASSEMBLY,2,,
330996F8-0130,HOSE ASSEMBLY,0.8,,
330997F10-0230,HOSE ASSEMBLY,1,,
330997F10-0270,HOSE ASSEMBLY,1,,
330997F4-0223,HOSE ASSEMBLY,0.8,,
330997F4-0331,HOSE ASSEMBLY,0.8,,
330997F4-0380,HOSE ASSEMBLY,1,,
MS28741-4-0185,HOSE ASSEMBLY,1,,
117-910056-23,HOSE ASSEMBLY - DISCHARGE,1,,
330995F10-0250,HOSE ASSEMBLY - FUEL SYSTEM,1,,
MS28741-4-0260,HOSE ASSEMBLY  POWER PLANT,1,,
117-910056-25,HOSE ASSEMBLY - SUCTION,1,,
130-555013-7,HOSE ASSEMBLY - SUCTION,1,,
101-380015-9,HOSE ASSEMBLY BRAKE DEICE,1,,
MS28741-4-0210,HOSE ASSEMBLY-BRAKE H,1,,
330995F10-0204,HOSE ASSEMBLY-FUEL SYSTEM,1,,
330997F10-0210,HOSE ASSEMBLY-FUEL SYSTEM,1,,
330997F4-0246,HOSE ASSEMBLY-STRAIGHT&90 DEGREE,1,,
MS28741-4-0212,HOSE ASSEM-PILOT BRAKES,1,,
MS28741-4-0170,HOSE ASSEM-PIPING INSTALFUEL ENG SECT,1,,
101-380050-3,HOSE ASSY,1,,
101-388015-19,HOSE ASSY,4,,
36001-4-0080,HOSE ASSY,4,,
200-1016-1,HOT TANK,1,,
200-1016-13,HOT TANK ASSEMBLY,1,,
200-1016-19,HOT TANK ASSEMBLY,1,,
101-384092-1,HOUR CLOCK,1,,
3028392,HOUSEING,5,,
50-524161-611,HOUSING ASSEMBLY,10,,
101-8001-53,HUB CAP,1,,
101-388016-11,HYDRAULIC HOSE,4,,
101-388005-9,HYDRAULIC POWER PA,10,,
UL32-040-SP1,HYDRO LOCK,2.5,,
SL2300-21,HYDRO LOCK  **RA**,2,,
SL02300-50,HYDROLOCK,3,,
260-1014-35,ICE CHEST,0.5,,
260-1015-3,ICE CHEST,1,,
260-1020-3,ICE CHEST ASSY,0.5,,
50-820113-7,IDLER ASSY - NOSE       STEERING LINK,0.1,,
3032096,IGNITER,1,,
3032168,IGNITION EXCITER,2,,
3035889,IGNITION EXCITER,2,,
3037946,IGNITION EXCITER,1,,
CH34055,IGNITION PLUG,1,,
110ACL1Z400,IMPACT SWITCH,1.5,,
28DCL1Z250,IMPACT SWITCH,3,,
28DCL1Z400,IMPACT SWITCH,2,,
AP01-251411-3R,INBOARD PANE ROTATING,3.5,,
100-384093-3,INDICATOR,1,,
101-380068-3,INDICATOR,1.5,,
101720-11564,INDICATOR  ALTIMETER,2,,
90-380036-7,INDICATOR - ENGINE OIL TEMP & PRESSURE,1.5,,
101-384151-5,INDICATOR - FUEL,10,,
101-384153-1,INDICATOR - FUEL FLOW,1.5,,
101-384154-3,INDICATOR - INTERSTAGE TURBINE,1,,
101-384154-7,INDICATOR - INTERSTAGE TURBINE,1.5,,
130-380041-9,INDICATOR  ITT,1,,
90-380036-5,INDICATOR - OIL TEMP & PRESS,1.5,,
101-384155-7,INDICATOR - OIL TEMP AND PRESSURE,1,,
101-384156-1,INDICATOR - PROP SYNC,1,,
101-380026-11,INDICATOR CABIN ALT & DIFF PRESSURE,1.5,,
101-380026-15,INDICATOR CABIN ALT & DIFF PRESSURE,3,,
130-380010-1,INDICATOR FUEL FLOW,1,,
101-380080-3,INDICATOR-GYRO HORIZON  AIR,2,,
130-380041-3,INDICATOR-ITT,1,,
130-380045-3,INDICATOR-OIL TEMP & PRESS,1,,
130-380045-9,INDICATOR-OIL TEMP & PRESS,1,,
130-380043-5,INDICATOR-PROP RPM (POST FL232),1,,
130-380043-3,INDICATOR-PROP RPM(FL120 122-231),1,,
90-380033-7,INDICATOR-TEMP TURBINE INTERIOR,2,,
130-380042-3,INDICATOR-TORQUE,1,,
130-380044-13,INDICATOR-TURBINE RPM,1,,
130-380044-3,INDICATOR-TURBINE RPM,1,,
58-380071-1,INERTIA REEL,1.5,,
101-120168-1,INLET DUCT- FIBERGLASS,5,,
1203016-1,INNER ARMREST STRUCTURE  LH,3,,
1013-42-011,INTEGRATED NAV SYSTEM,2,,
FL055021,INTERIM INSPECTION,8,,
101-590094-603,INTERIOR PAINT*RA,0.01,,
PC17A,INVERTER,2,,
PC17,INVERTER 600VA,2,,
SPC30A,INVERTER W/RC-15 RAIN COVER,1,,
114-389031-17,ISOLATOR ASSY,3,,
101-380034-1,IVSI INDICATOR,3,,
FL052101,K A 350 LH ENGINE HOT SECTION INSPECTION,40,,
FL052156,KA 350  ALTITUDE WARNING SYSTM CHECK,3,,
FL052102,KA 350 LH STARTER GEN. QAD FLANGE INSPEC,1,,
FL052164,KA350  COCKPIT VOICE REC ULB FUNC TEST,2,,
FL052010,KA350  LH 400HR FUEL NOZZLE FLOW CHECK,10,,
FL052011,KA350  RH 400HR FUEL NOZZLE FLOW CHECK,10,,
FL052151,KA350 AFT FSLAGE AREA&REAR PRESS BLKHD I,8,,
FL052124,KA350 AIRCOND.COMPRESS DRIVEBELT TENSION,1,,
FL052144,KA350 AIRSTAIR DR CARGO DR&ESC HATCH INS,4,,
FL052125,KA350 CABIN DOOR&FUSELAGE FRAME INSPEC.,24,,
FL052135,KA350 CABIN FIRE EXTINGUISHER INSPECTION,1,,
FL052138,KA350 CARGO DOOR LWR ATTACH LUG INSPECTI,2,,
FL052132,KA350 COMMUN.&NAVIGAT. CALIBRATION&INSPE,2,,
FL052123,KA350 EDGE-LIGHTED PANEL ASSEM INSPECTIO,8,,
FL052137,KA350 ENG. FIRE EXTING.HYDROSTATIC TEST,8,,
FL052146,KA350 EXTERIOR SKIN INSPECTION,6,,
FL052142,KA350 FIRE EXT SQUIB CART. REPLACEMENT,4,,
FL052150,KA350 FLIGHT CNTRL PULLYS & BKTS INSPEC.,40,,
FL052145,KA350 FORWARD PRESS BULKHEAD INSPECTION,8,,
FL052148,KA350 FRAME WEBS FS179-FS271 INSPECTION,40,,
FL052147,KA350 FUSELAGE FRAMES FS143-FS382 INSPEC,60,,
FL052153,KA350 LD ACID BATTRY EMER CAPACITY TEST,2,,
FL052154,KA350 LEAD ACID BATTERY CHARGE,2,,
FL052140,KA350 LG HYDR RESERV FILL SCR INSPEC.,1,,
FL052141,KA350 LG SYS. HYDRAULIC FILTER REPLACEME,1,,
FL052109,KA350 LH FLAP FLEXIBLE SHAFT INSPECTION,6,,
FL052106,KA350 LH MAIN GEAR AXLE&TORQUE KNEES INS,5,,
FL052105,KA350 LH MAIN GEAR DRAG BRACE ASS INSPEC,10,,
FL052104,KA350 LH MAIN GEAR SHOCK ASSEM INSPECTIO,30,,
FL052108,KA350 LH MAIN LANDING GEAR WHEEL INSPEC,4,,
FL052103,KA350 LH NACELLE FUEL CELL & PROBE INSPE,2,,
FL052103-WL,KA350 LH NACELLE FUEL CELL&PROBE INSPECT,5,,
FL052110,KA350 LHWING PANEL UPPR/LWR SPAR CAP INS,2,,
FL052129,KA350 NOSE GEAR ACTUATOR CLEVIS HOLE INS,1,,
FL052128,KA350 NOSE GEAR AXLE ASS&TORQUE LINKS IN,5,,
FL052127,KA350 NOSE GEAR DRAG BRACE ASSEM INSPEC.,10,,
FL052126,KA350 NOSE GEAR SHOCK ABSORBER ASSEM INS,30,,
FL052130,KA350 NOSE LANDING GEAR WHEEL INSPECTION,3,,
FL052136,KA350 OXY.CYLIN DOT 3HT 1850 HYDROST TES,4,,
FL052133,KA350 PEDESTAL POWER LEVEL STOP PIN INSP,2,,
FL052134,KA350 PILOT'S COMPARTMENT FIRE EXT.INSPE,1,,
FL052111,KA350 RH ENGINE HOT SECTION INSPECTION,40,,
FL052119,KA350 RH FLAP FLEXIBLE SHAFT INSPECTION,6,,
FL052116,KA350 RH MAIN GEAR AXLE&TORQUE KNEES INS,5,,
FL052115,KA350 RH MAIN GEAR DRAG BRACE ASSEM INSP,10,,
FL052114,KA350 RH MAIN GEAR SHOCK ASSEM INSPECTIO,30,,
FL052118,KA350 RH MAIN LANDING GEAR WHEEL INSPEC,4,,
FL052113,KA350 RH NACELLE FUEL CELL&PROBE INSPEC,2,,
FL052113-WL,KA350 RH NACELLE FUEL CELL&PROBE INSPECT,5,,
FL052112,KA350 RH STARTER GEN QAD FLANGE INSPECTI,1,,
FL052120,KA350 RH WING PANEL UPPR/LWR SPARCAP INS,2,,
FL052117,KA350 RHMAIN GEAR ACTUATOR CLEVIS HOLE I,1,,
FL052155,KA350 STANDBY PWR SUPPLY BATTRY LOAD TES,2,,
FL052149,KA350 STRGRS FS88-FS125&INST PL SUP BK I,20,,
FL052122,KA350 UPPR&LWR WINDSHIELD CORNER CLIP IN,6,,
FL052143,KA350 WINDSHIELD SCREW TORQUE CHECK,2,,
FL052139,KA350 WING ATTACHMENT BOLT INSPECTION,32,,
FL052152,KA350 WNG CNTR SEC UPR SURF BOND PL INSP,2,,
FL052107,KA350LH MAIN GEAR ACTUATOR CLEVIS HOLEIN,1,,
FL052009,KING AIR  WING BOLT LUBE - 12 MTH REQ.,2,,
FL052157,KING AIR 350  BARO PRESSURE SWITCH CHECK,1,,
FL055020,KING AIR 350  COMPLETE INSPECTION,118,,
FL052001,KING AIR 350  PHASE 1 INSPECTION,66,,
FL052012,KING AIR 350  PHASE 1+ 2 INSPEC COMBINED,90,,
FL052002,KING AIR 350  PHASE 2 INSPECTION,66,,
FL052003,KING AIR 350  PHASE 3 INSPECTION,66,,
FL052034,KING AIR 350  PHASE 3+4 INSPEC. COMBINED,90,,
FL052004,KING AIR 350  PHASE 4 INSPECTION,66,,
FL052008,KING AIR 350 1200 HOUR LUBRICATION,16,,
FL052005,KING AIR 350 200 HOUR LUBRICATIN,4,,
FL052006,KING AIR 350 400 HOUR LUBRICATION,3,,
FL052007,KING AIR 350 800 HOUR LUBRICATION,2,,
FL052121,KING AIR 350 FUSELAGE STRINGER INSPECTIO,2,,
130-1010-902,KING AIR TABLE KIT,0.01,,
PT6A-100HRBEECH KT,KIT - 100HR INSP PTS BEECH KIT,20,,
117-9000-5,KIT - AIR COND COMPRESSOR INSTALLATION,8,,
130-9702-0001,KIT - AIRCONDITIONER COMPRESSOR KIT,4,,
101-8027-5 P,KIT - ALUM NOSE WHEEL INSTL,2,,
130-3015-3,KIT - AMBIENT LIGHT SENSOR,1,,
130-9701-0001,KIT - B300/B300C - DEICE TUBING,1,,
130-3016-1,KIT - CIRCUT BREAKER RELOCATION,2,,
101-5137-1 S,KIT - CLOCK INSTL CONTROL WHEEL,1,,
101-9078-1,KIT - COMPRESSOR AIR CONDITIONING,1,,
101-5156-1 S,KIT - CONTROL WHEEL REPL & BLD UP,3.5,,
130-9005-5,KIT - FUEL CELL COVER & GASKET INSTL,20,,
101-3111-1 S,KIT - FUEL QTY INDICATOR INSTL,6,,
101-5051-1 S,KIT - FUEL QUANTITY PROBE INSTALLATION,2.5,,
101-3292-0001,KIT - HOURMETER FLIGHT - SPARES,1,,
101-3106-1 S,KIT - HYDRAULIC LANDING GEAR MOTOR RELAY,7,,
100-5015-1 S,KIT - INFO POLARIZED WINDOW INSTALLATION,3,,
101-8030-1 S,KIT - NOSE L/G INSTALL,4,,
130-8001-0003,KIT - PISTON MAIN LANDING GEAR,6,,
101-4050-3,KIT - SPAR BUSHING INSTL,0.01,,
130-3022-0001,KIT - STALL WARNING MOD MODEL B300,4,,
1292ASSYD,KIT CHAIR ADJ,2.5,,
130-3413-0001,KIT-AUDIO SWITCH PANEL REPLACEMENT,3,,
130-3025-0001,KIT-COLD CATHODE LIGHTING PANL-INFO ONLY,2,,
101-6003-0007,KIT-EMPENNAGE INSPECTION PANELS,40,,
130-9700-1,KIT-FILTER PNEUMATIC AIR WIDOW DEFROST,2,,
130-5501-0001,KIT-SYSTEM REACTIVATION ELECTRIC HEAT,32,,
36-810016-1,KNEE ASSEMBLY - M G,0.5,,
50-524506,KNOB-GOVERNOR CONTROL,0.5,,
50-524504,KNOB-IDLE CONTROL,1,,
130-910035-607,L/H DOOR ASSEMBLY       R/H COWLING,3,,
1683,LAMP,0.5,,
34-0428070-64,LAMP,1.5,,
4587,LAMP,0.75,,
4596,LAMP,0.5,,
A508,LAMP,0.3,,
1864,LAMP  T-3-1/4,0.3,,
1495,LAMP BULB,0.5,,
101-810158-601,LANDING ASSEMBLY-HI FLOTATION,4,,
452-16-12,LANYARD 12 L 99321,0.5,,
452-16-6,LANYARD FU-CAP6 LG,1,,
A23062-3,LATCH,2,,
50-554275-607,LATCH ASSEMBLY - EVAPORATOR DOOR,2,,
130-910035-609,LATCH ASSY,3,,
94GB34A60,LATCHING RELAY 6V,2,,
28004-01-02,LCD ENCODING ALTIMETER,2,,
G-6381ES,LEAD ACID BATTERY*RA,1,,
132-380040-3,LEAD/ACID BATTERY**RA-N,2,,
101-120123-45,LEADING EDGE ASSEMBLY LH,20,,
101-120123-49,LEADING EDGE ASSEMBLY LH BONDED,20,,
101-120123-7047,LEADING EDGE ASSEMBLY RH - UNDRILLED,32,,
101-120123-41,LEADING EDGE ASSY      LH CS WING,20,,
101-120123-45 U,LEADING EDGE ASSY (UNDRILLED),20,,
070-225,LEATHER  HIDE - COLDSTREAM,0.01,,
070-265,LEATHER - PECAN,0.01,,
070-270,LEATHER - PEWTER,1,,
101-525278-601,LEATHER COVERED CONTROL WHEEL,2,,
101-384084-1101,LEGEND ASSEMBLY,1,,
130-170032-45,LENS - WINGLET ASSEMBLY,1,,
130-170032-46,LENS - WINGLET ASSEMBLY,1,,
130-170032-103,LENS ASSEMBLY - WINGLET,4,,
130-170032-104,LENS ASSEMBLY - WINGLET,4,,
130-170032-54,LENS ASSEMBLY - WINGLET,6,,
130-170032-53,LENS ASSEMBLY - WINGLET ASSEMBLY,1,,
130-170032-103 U,LENS ASSEMBLY-WINGLET ASSEMBLY,4,,
130-170032-104 U,LENS ASSEMBLY-WINGLET ASSEMBLY,4,,
68-4250258-38,LENS CLR VPN 90033,1,,
101-440039-11,LENS-TAIL CONE INSTL,2,,
114-170021-1,LENS-WING TIP,3,,
114-170021-2,LENS-WING TIP,3,,
101-910114-91,LEVER ASSEMBLY,1,,
101-524181-9,LEVER ASSEMBLY THROTTLE,4,,
3023592,LEVER PROP REV,1.3,,
20H98001,LFCU COMPUTER,3,,
20H98001A,LFCU COMPUTER,3,,
8-822-01-001,LFCU COMPUTER,2,,
8-831-01-001,LFCU COMPUTER,2,,
20H98001A(ALT),LFCU COMPUTER (DO NOT USE THIS RECORD!!),3,,
101-380005-39,LIFT COMPUTER,2,,
3601-52,LIFT COMPUTER,3.5,,
101-380005-35,LIFT COMPUTER - (VPN  3601-52),2,,
101-380005-9,LIFT TRANSDUCER,3,,
3701-14,LIFT TRANSDUCER,2,,
3701-2,LIFT TRANSDUCER,2,,
101-380005-33,LIFT TRANSDUCER (3701-14),10,,
5100CW28B,LIGHT,2,,
A-1815A-R-7512,LIGHT  NAV A/C - POSITION RED,1,,
100-384118-12,LIGHT  ST NV RECG,2,,
130-381000-2,LIGHT ASSEM,2,,
101-364586-21,LIGHT ASSEM             WARNING,2,,
2565-1,LIGHT ASSEM (READING),1,,
130-381000-1,LIGHT ASSEMBLY,2,,
30-1617-3,LIGHT ASSEMBLY,4,,
30-1617-4,LIGHT ASSEMBLY,4,,
130-364131-601,LIGHT ASSEMBLY - ANNUNCIATOR,2,,
101-364798-51,LIGHT ASSEMBLY - EXIT SIGN ASSY  EMERGEN,1,,
101-361159-5,LIGHT ASSEM-STROBE/NAV UPPER EMPENNAGE,3,,
100-384118-24,LIGHT ASSY,2,,
90033-6,LIGHT ASSY,1.5,,
101-360020-15,LIGHT ASSY LOWER        ROTATING BEACON,1.5,,
A775EXP28-35,LIGHT ASSY28VT35WT,1,,
130-364131-611,LIGHT ASSY-ANNUNCIATOR  CAUTION AND ADVI,2,,
1818,LIGHT BULB,0.5,,
303X,LIGHT BULB,0.5,,
7300017-000,LIGHT BULB,1,,
A708-28,LIGHT BULB HALOGEN,1,,
90-364125-3,LIGHT PANEL ASSEMBLY-CB RH SIDE WALL,2.5,,
122-382033-1,LIGHT SWITCH ASSY,1,,
90-380022-5,LIGHT TAIL,1.5,,
130-381001-1,LIGHT VPN 70429-00,2,,
1202-006-002,LIGHT WEDGE ASSY,1,,
101-530398-1,LINER - TOILET INSTL -  AFT COMPT,1,,
101-820064-1,LINK ASSEM,1,,
50-820241-5,LINK ASSEM,1,,
50-820034-19,LINK ASSEMBLY,2,,
50-820102-16,LINK ASSEMBLY,4,,
101-820014-1,LINK ASSEM-NOSE GR      STEERING IDLER,4,,
101-521030-1,LINK-FLAP SAFETY SWITCH,1.5,,
3059046-01,LIP SEAL,2,,
99-388007-3,LIQUID LEVEL SENSOR,3,,
100-384118-14,LIT ASY ST NV&RECG,2,,
1202-300,LITE TRAY N/S SIGN,1,,
109-384001-1,LOAD INDICATOR,1,,
LD3410G163-09410,LOCKSET,1.5,,
101-384258-43,LOCKSET HANDLE ASSEMBLY,1.5,,
622-2363-001,LOOP  SENSE ANTENNA (ANT60A),1,,
20E11101,LOUDSPEAKER,2,,
4460102-3,LUBR 1/2 OZ*RA-N,2,,
1728B,LUBRICATION FITTING - HYDRAULIC,0.5,,
C4135L,LUMBAR SUPPORT CUSHION,1,,
C4135R,LUMBAR SUPPORT CUSHION,1,,
101-530531-25,MAGNET,0.5,,
213181,MAGNETIC PICKUP,4,,
501-1826-01,MAGNETOMETER (MAG-3000A),4,,
19004-10-01,MAGNETOMETER (ST19004-10-01),2.5,,
101-388014-1,MAIN GEAR ACTUATOR,10,,
50-810334,MAIN LDG GR ROLLER,0.5,,
101-550276-13,MANIFOLD,3,,
130-550073-1,MANIFOLD ASSEMBLY,4,,
101-384223-1,MASK & CONTAINER,5,,
174080-26,MASK ASSEMBLY,2,,
90-380001-29,MASTER CYLINDER,1.5,,
90-380001-33,MASTER CYLINDER,1.5,,
90-380028-7,MAX ALLOWABLE AIRSPEED INDICATOR,2,,
1131325,METERIC COMPRESSOR,4,,
20E15101,MICROPHONE,2,,
903-1341,MICROPHONE,2,,
130-364090-5,MODDULE ASSEMBLY-AIR COND. CONT.,1,,
3E2090-1,MODULAR BRUSH ASSY,2,,
LMD6008P,MODULE,2,,
130-364048-9,MODULE ASSEM            ANNUNCIATOR CONT,2,,
101-364948-1,MODULE ASSEM            BATTERY MONITOR ,1,,
58-340235-13,MODULE ASSEM - NOISE    FILTER,2,,
