45100D4010,ALTITUDE ALERT,2,,
10379-11-01,ALTITUDE ALERTER,2,,
101-8027-5,ALUM NOSE WHEEL,2,,
240 AMPLIFIER,AMPLIFIER,1,,
LJ052505,ANNUAL CHECK OF OXYGEN SYSTEM,2,,
LJ052151,ANNUAL/100 HOUR PROP INSPECTION,4,,
476-726-0848-001,ANNUNCIATOR,3,,
99-230-6B1-27439,ANNUNCIATOR,1,,
99-230-6B1-27440,ANNUNCIATOR,1,,
99-230-6H1-3996,ANNUNCIATOR ASSY,1,,
101-384080-1,ANNUNCIATOR BOX ASSEM 36 CHANNEL LOWER,8,,
110-320,ANTENNA  406 ROD,1,,
071-01550-0101,ANTENNA  RECEIVER TRANSMITTER (ART 2100),4,,
16390,ANTENNA LEAD THRU,2,,
90033-4,ANTI COLLISION LIGHT ASSY,2,,
68-4270140-50,ANTI-COL LENS TOP,0.5,,
01-0790033-04,ANTI-COLLISION LIGHT ASSEM.,2,,
5188-00-1,ANTI-ICE SHUT-OFF VALVE,5,,
932810-00,ARINC 729-DC CONVERTER,1,,
50-810039-10,ARM - LANDING GEAR DRAG BRACE UPPER,2,,
50-810040-4,ARM ASSEM,2.5,,
99-384026-1,ARM ASSEM,1.5,,
50-810142-10,ARM ASSEM-MAIN LDG      DOOR,0.5,,
50-810039-8,ARM ASSY - LANDING GEAR DRAG BRACE UPPER,2.5,,
23048-1031,ARMATURE,1,,
2020-1,ASH TRAY SILVER,0.4,,
50-384203-3,ATTITUDE GYRO,1.5,,
DB240,AUDIO AMP,1.5,,
438,AUDIO AMPLIFIER,1.5,,
438-003,AUDIO AMPLIFIER,2,,
DB438,AUDIO AMPLIFIER,2,,
700-006,AUDIO AMPLIIFIER,2,,
600-001,AURAL WARN TONE GENERATOR,1,,
630-004,AURAL WARNING GENERATOR,2,,
90-810011-2,B.D. DOOR MAIN LDG GEAR,4,,
80691CF-1216,BARREL NUT  SELF-LOCKING,1,,
50-820007-3,BARREL-NOSE GEAR SHIMMY DAMPER,3,,
101-389026-3,BARRIER ASSY,1,,
C452,BATA RING,14,,
G-6381E,BATTERY     *RA,1,,
101-381008-7,BATTERY  36AH Saft  Model # 4057  *RA,1.5,,
452-0133,BATTERY  ELT *RA,1,,
RG380E/44K,BATTERY (USE RG-380E/44K)  *RA,1,,
RG-380E/44,BATTERY *RA-N,1,,
RG-380E/60K,BATTERY L-A - 48 AMP HOUR *RA-N,1,,
RG-380E/44K,BATTERY VRSLA 24 VOLT  *RA,1,,
G7740A7-24,BEACON,1,,
(D)40-0103-31,BEACON  RED,1,,
90033-17,BEACON ASSEM,1,,
19268,BEARING - CUP,0.5,,
19150,BEARING  TAPERED ROLLER,1,,
CA 8800/F17865,BEECH WHITE PAINT*RA,0.01,,
50-524401-9,BELLCRANK ASSEM EL,6,,
50-524401-6611,BELLCRANK ASSEMBLY-ELEVATOR,1,,
50-524465-1,BELLCRANK ASSEM-RH RUD  PEDAL,4,,
100-384112-1,BELT DRIVE PKG AS MATCH SET VPN8137-0356,2,,
VO-4017,BIRCH LEATHER,0.01,,
A8970B-2-327,BLACK POST LIGHT,0.5,,
101-531029-73,BLADE ASSY - PARTITON,2,,
101-910150-61,BLEED AIR - WELD ASSEMBLY - ENGINE,0.5,,
90-530110-53,BLOCK ASSEM - TOILET    INSTL FWD FACING,1,,
A3026,BLOCK UNIT,1,,
TBL-2.5,BLOWER,2.5,,
101-384004-13,BLOWER ASSEMBLY,3,,
98-0907-1,BLOWER ASSEMBLY,6,,
90-384031-1,BLOWER ASSEMBLY VENTILATING,5,,
90-820011-5,BOLT,1,,
B3339-1,BOLT,0.01,,
130909B175,BOLT  MACHINE  MAG INSPECTED,1,,
81786-10-18,BOLT  TENSION  INTERNAL WRENCHING,1,,
50-820106,BOLT-NOSE GEAR STE      LINK,4,,
101-120076-601,BOND ASSEMBLY,2,,
109-910033-3,BOND ASSEMBLY-AIR VANE ASSEMBLY BYPASS,6,,
109-910032-19,BOND ASSY-AIR VANE INLET COWL ASSY,5,,
MS25083-5BB4,BONDING JUMPER,0.5,,
101-120071-41,BOOT ASSEM-MOISTURE SEALWHEEL WELL,1,,
B40245-56,BOOT DEICE,2,,
4E2200-10,BOOT DEICE 2LD HOT,2.5,,
4E2271-10,BOOT PROP DEICE,2.5,,
101-384145-1,BOX ASSEMBLY,4,,
50-810250-1,BRACE - BRACE ASSEMBLY,2,,
50-810250-3,BRACE - BRACE ASSEMBLY -TOP LANDING GEAR,7,,
101-820024-5,BRACE ASSEMBLY,10,,
99-810028-15,BRACE ASSEMBLY-MAIN GEAR-STD,6,,
50-610000-495,BRACKET ASSEMBLY-ELEV HINGE-WELD ASSEM,3,,
100-524196-1,BRAKE ASSEMBLY-FRICTION ENGINE CONTROLAL,4,,
90-380038-1,BRAKE ASSEMBLY-NON-ASBESTOS,2.5,,
50-300010-119,BRAKE ASSY B F GOODRICH,2,,
115-8001-3,BRAKE ASSY B F GOODRICH USED ON,4,,
489-59,BRAKE CONVERSION KIT,4,,
164-20900,BRAKE DISC,3,,
90-380001-23,BRAKE MASTER CYLINDER,3,,
SM50D7,BRAKE RELAY,2,,
4500S-A1,BRAKE VALVE,3,,
50-810061-13,BRAZE ASSEMBLY-LDG GR DOOR ACT TUBE ASSY,4,,
50-810061-12,BRAZE ASSEM-LDG GR DOOR ACT TUBE ASSEM,4,,
50-384082-1,BRIDGE & BLADE ASSEMBLY,0.5,,
50-440031-601,BRNG ASSEM-ELEV BELLCRANK DRAG S,4,,
50-524541-9,BRNG-PEDESTAL           ASSEM,0.5,,
3E2011-3,BRUSH,0.5,,
C40257,BRUSH BLOCK ASSY,2,,
3E2011-2,BRUSH MODULE ASSEMBLY,0.5,,
1982SP,BULB,0.5,,
327,BULB,0.5,,
A-7079-B24,BULB,0.5,,
A508-28V,BULB  28V,1,,
34-0226010-91,BULB 28V 150 WATT,1,,
MS3119E24-61,BULKHEAD RECEPTACLE,6,,
50-440014-423,BUMPER DOOR FRAME,0.5,,
3028297,BUS BAR,10,,
90-361023-23,BUS BAR ASSEM CURRENT SENSOR,1,,
90-361023-623,BUS BAR ASSEMBLY,1,,
90-361023-25,BUS BAR ASSEMMBLY CURRENT SENSOR,1,,
3028298,BUSBAR,10,,
90-820013-1,BUSHING NOSE GEAR,1,,
90-524024-1,BUSHING-ACTUATOR I      ELEV TRIM TAB,2,,
90-610010-5,BUSHING-HORN ASSEM ELEVATOR,2,,
90-000007-613,C90A-PLASTIC RADIO PANEL,6,,
HYLZ50336-1,CABIN CONTROL TEMP,4,,
50-380026-1,CABIN TEMP INDICATOR,1,,
90-380047-1,CABINET ASSY,2.5,,
90-384047-5,CABINET ASSY(Acft S/N or Color Req/Mfg),2.5,,
3119832-01,CABLE,2.5,,
101-384172-21,CABLE AND TENSION REGULATOR,4,,
50-521202,CABLE ASSEM,7,,
1440-20,CABLE ASSEMBLY,1,,
822-1631-003,CABLE ASSEMBLY,0.01,,
50-524148-17,CABLE ASSEMBLY - ELEVATOR TAB AFT,1,,
101-364386-3,CABLE ASSEMBLY SWITCH CABIN DOOR,6,,
106-524051-15,CABLE ASSEMBLY-RUDDER RH,7,,
101-430120-1,CABLE ASSEMBLY-STEP ASSEM-MAIN ACCESS DR,2,,
1440-19,CABLE ASSY,0.5,,
3029443,CABLE ASSY,2,,
101-430120-650,CABLE SPRING ASSEMBLY-B.D.,1.5,,
115-810038,CAM ASSEM,4.5,,
96-380035-1,CAP ASSEMBLY - FUEL TANK FILLER,0.4,,
109-388002-1,CAP ASSY,1,,
101-380051-1,CAPILLARY LINE-OXYGEN GAGE;CHECK VALVE,1,,
A-3044,CARBON BLOCK ASSEMBLY,1,,
90-530292-7,CARPET ASSEMBLY,1,,
101-8001-243,CARRIER & LINING ASSEMBLY,2,,
244-668,CARRIER/LINING BRK,3,,
109-910037-1,CASTING-DRIVE PIN-AIR VANE  AFT,2,,
AR170-3,CATCH CABINET,0.5,,
50-430043-1327,CHAIN ASSEMBLY,1,,
109-910053-16,CHANNEL-FRAME ASSEMBLY CANT STAT 51.79,8,,
109-910045-27,CHANNEL-FRAME-CANT. STA 39.26,2,,
101-389011-37,CHECK VALVE,4,,
101-389011-65,CHECK VALVE,2,,
50-380170-1,CHECK VALVE,1,,
50-380170-11,CHECK VALVE,2,,
50-380170-27,CHECK VALVE,1.5,,
101-384138-1,CHIME,3,,
3019373,CHIP DETEC,1,,
3029199,CHIP DETECTOR,0.5,,
3030364,CHIP DETECTOR,0.5,,
3045950-01,CHIP DETECTOR,2,,
3045951-02,CHIP DETECTOR,2,,
35-364160-5,CIGARETTE LIGHTER ASSEMBLY,2,,
160-012-60,CIRCUIT BREAKER,2,,
35-380132-69,CIRCUIT BREAKER,1,,
5/10/7270,CIRCUIT BREAKER,1,,
5/15/7270,CIRCUIT BREAKER,1,,
7270-5-7 1/2,CIRCUIT BREAKER,1,,
2/10/7277,CIRCUIT BREAKER,1,,
2/3/7277,CIRCUIT BREAKER,1.5,,
2/5/7277,CIRCUIT BREAKER,2,,
35-380132-73,CIRCUIT BREAKER SWITCH,1,,
109-364083-1,CIRCUIT CARD ASSEMB GEN  BUS TIE CONTROL,1,,
109-364054-3,CIRCUIT CARD ASSEMBLY,1,,
100-364371-1,CIRCUIT CARD ASSEMBLY MOTOR CONT-AIR C,1,,
109-364081-1,CIRCUIT CARD ASSEMBLY-START CONTROL,2,,
100-364371-7,CIRCUIT CARD ASSY-AIR CONDITIONER RELAY,1.5,,
100-364371-9,CIRCUIT CARD ASSY-AIR CONDITIONER RELAY,1.5,,
23072-1125,CLAMP,0.5,,
NH1005818-10,CLAMP,1,,
25706-3,CLEVIS,1,,
MS21256-2,CLIP  LOCKING  TURNBUCKLE,1,,
50-120101-4,CLIP-COVER ASSEM-UPPER  AFT SPAR FITTING,1,,
AT6620A1,CLOCK,1,,
S100-0080-00,COCKPIT VOICE RECORDER,2,,
2100-1010-00,COCKPIT VOICE RECORDER (30 min),4,,
80037-110V,COFFEE JUG  W/O SPIGOT,1.5,,
80037-9,COFFEE UNIT,0.5,,
50-380040-1,COIL,8,,
50-384071,COIL,5,,
74-451-AA,COLD PATCH KIT*RA*,0.01,,
C2400L4VM24B,COMPASS,4,,
101-530508-13,COMPASS ASSEM-STANBY,1.5,,
R206-488-20662,COMPRESSER,7.5,,
7312,COMPRESSOR,4,,
ER206R-25202,COMPRESSOR,10,,
201-0450-1,COMPRESSOR ASSEMBLY,4,,
90-555039-3,COMPRESSOR ASSEMBLY,7,,
90-555039-5,COMPRESSOR ASSEMBLY,8,,
90-555039-601,COMPRESSOR ASSEMBLY,2,,
36-555003-1,COMPRESSOR ASSEMBLY - AIR CONDITIONING,0.01,,
101-555214-1,COMPRESSOR ASSY  AIR CONDITIONIN,4,,
100-384072-5,COMPRESSOR DRIVE MOTOR,8,,
7100,CONE BEARING (SEE MM DESIGN 2 NOTES),0.6,,
MS3456L12S3S,CONNECTOR,1,,
80037-110,CONTAINER  HOT,0.5,,
101-384219-5,CONTAINER ASSEMBLY,5,,
50-580026-9,CONTROL,1.5,,
30-326-7,CONTROL AMPLIFIER,4,,
50-580026-1,CONTROL ASSEMBLY,2.5,,
50-380152-23,CONTROL CABLE,12,,
50-380152-25,CONTROL CABLE,12,,
90-389009-1,CONTROL CABLE,1.3,,
99-380007-17,CONTROL CABLE,16,,
50-590122-35,CONTROL LOCK ASSEMBLY,1,,
130346-1,CONTROL UNIT,2,,
101-380025-17,CONTROLLER,3,,
201-0750-2,CONTROLLER,2,,
300-0750-1,CONTROLLER,4.5,,
300-0750-2,CONTROLLER,4.5,,
101-384177-11,CONTROLLER ASSEMBLY,8,,
50-380070-3,CONVERTER ASSEMBLY,10,,
LJ055001,CORROSION CONTROL INSPECTION,2,,
10450-11950,COUNTER POINTER ALTIMETER,3,,
101450-11953,COUNTER-POINTER ENCODE ALTIME,3,,
100-530317-5,COVER ASSEMBLY,0.5,,
101-530436-9,COVER ASSEMBLY - CABIN SPEAKER,1,,
101-380023-1,COVER ASSEMBLY (SHEEPSKIN),1,,
50-120186-3,COVER ASSEMBLY-LOWER FWD SPAR FITTING,1,,
50-120102-19,COVER ASSEM-LOWER AFT SPAR FITTING,2,,
50-120101-1,COVER ASSEM-UPPER AFT  S/S TO -10,1,,
101-980045-19,COVER ASSY - ACCESS  NACELLE,4,,
000-170000-53,COVER LENS-WING TIP ASSEMBLY,1,,
101-524315-7,COVER-PEDESTAL CONTROL GUIDE,1.5,,
109-910023-1,COWL ASSEMBLY - UPR FWD,12,,
109-910024-101,COWL ASSY-LWR FWD,25,,
109-910024-601,COWLING ASSEMBLY        LOWER FORWARD,3,,
128-380067-9,CREW MASK  WITH COMFORT CONTROL,2,,
128-380068-1,CREW MASK BOX,2,,
174250-92,CREW MASK SWEEP-ON 2000,0.5,,
128-380067-29,CREW OXYGEN MASK,2,,
50-389095,CROSS FEED VALVE,4,,
130-380014-1,CUPHOLDER ASSY (COCKPIT),1,,
ACH10,CURRENT LIMITER,0.3,,
76504-F302,CURRENT SENSOR,4,,
90-361023-625,CURRENT SENSOR ASSEMBLY,2,,
90-530113-601,CURTAIN & STRAP AS      AFT COMPT,2,,
DK100,CVR BECAN/BATTERY *RA,1,,
99-820100-5,CYL ASSEM NOSE LD GR,6,,
50-810290-5,CYL-ASSEM-LDG GR MAIN,8,,
90-380001-15,CYLINDER,2.5,,
101-364270-5,D C STATIC CONTROL      PANEL,1.5,,
50-820004-3,DAMPENER ASSEMBLY,1,,
100-430060-1,DAMPENER ASSEMBLY - AIRSTAIR DOOR,1,,
100-430060-19,DAMPENER ASSEMBLY - AIRSTAIR DOOR,1,,
100-430060-23,DAMPENER ASSEMBLY - AIRSTAIR DOOR,2,,
100-430060-25,DAMPENER ASSEMBLY - AIRSTAIR DOOR,1,,
100-430060-27,DAMPENER ASSEMBLY - AIRSTAIR DOOR,1,,
25S-7D5064-26,DEICER BOOT,12,,
25S7D5064-04,DEICER BOOT,12,,
25S7D5064-05,DEICER BOOT,12,,
4E1188-5,DEICER BOOT,3,,
50-389028,DEICER BOOT,4,,
101-380001-28,DE-ICER BOOT - FAST BOOT,16,,
3E2092-2,DE-ICER WIRE HARNESS,0.5,,
Part,Description,Flat Rate,Model Family,As of 2/11/2009 1:19:43 PM
30-215-8,DETECTOR,2,,
3103347-01,DIAPHRAM,2.5,,
50-380046-19,DIFF PRESSURE INDICATOR,1,,
MB801-28,DIGITAL CLOCK CONTROL WHEEL,1,,
101-384199-1,DIGITAL O.A.T. INDICATOR,1,,
50-384205,DIRECTIONAL GYRO,2,,
50-300010-165,DISC BRAKE,1,,
50-300010-19,DISC BRAKE,3,,
ESD4C,DISCHARGER,1,,
DD1W,DISCHARGER (white),0.5,,
101-380053-11,DISCHARGER S/A DD1W,0.5,,
133-1098,DISK BRAKE,2,,
101-8002-15,DISK STATIONARY,3,,
CI305,DME ANTENNA,1.5,,
C3004-1P,DOME SPINER POLISH,1,,
101-920061-25,DOOR - ANTI-SIPHON ASSEM FUEL FILLER,7,,
50-820179-34WHITE,DOOR ASSEM NOSE GEAR  RH(WHITE URETHANE),4,,
99-120022-603,DOOR ASSEMBLY,4,,
50-120182-609,DOOR ASSEMBLY - WING L,2,,
50-820179-33,DOOR ASSEMBLY NOSE GEAR  LH (PRIMER),4,,
115-430100-647,DOOR ASSEMBLY-EMERGENCY EXIT,12,,
99-120023-1,DOOR ASSEM-CENTER       WING LE,1.5,,
50-820179-27,DOOR ASSEM-NOSE GEAR,3,,
50-820179-28,DOOR ASSEM-NOSE GEAR,3,,
50-820179-32,DOOR ASSEM-NOSE GEAR,5,,
50-534552-644,DOOR PANEL ASSEMBLY,2,,
99-120023-3,DOOR-CTR WING,1.5,,
50-110023-6,DOOR-SKIN ASSEMBLY OUTBD WING,0.5,,
101-980044-5,DOUBLER ASSEM.,2,,
50-380153-5,DRIVE ASSEM,3,,
50-380113-7,DRIVE ASSY-90:,4,,
109-910036-1,DRIVE PIN,2,,
ES43030-2,DRYER - RECEIVER BOTTLE,1.5,,
50-380046-3,DUAL ALTIMETER,1,,
109-910029-9,DUCT,20,,
50-380057-11,DUCT,12,,
50-380057-9,DUCT,12,,
SCDEETS4-96-5,DUCT,1,,
90-120011-9,DUCT - LE ASSEMBLY CENTER SECTION,3,,
109-550013-1,DUCT ASSY,10,,
101-910049-12 U,DUCT COWLING ASSEMBLY-LWR  (UNDRILLED),8,,
100-910041-1,DUCT GEN COOLING,0.5,,
101-524312-7,EDGELIGHT PANEL AS      PED COVER,3.5,,
90-364250-645,EDGELIGHT PANEL ASSY - C/B RH SIDEWALL,1,,
109-320039-13,EDGELIGHT PANEL ASSY - OVERHEAD VOLTMETE,0.5,,
90-322026-1,EDGELIGHT PANEL ASSY -FUEL CONTROL UPPER,1,,
90-522001-1,EDGELIGHTED PANEL ASSY - INSTR-PED.,3,,
90-320187-7,EDGELIGHTED PANEL LH OUTBOARD SUBP,1,,
101-384270-0005,EL PANEL - CIRCUIT BREAKER,2.5,,
130-384021-0003,EL PANEL - CIRCUIT BREAKER,1,,
130-384020-0001,EL PANEL ASSEMBLY-FUEL PANEL,1,,
90-910099-15,ELBOW ASSEMBLY,2.5,,
50-380125-3,ELECTRIC CLUTCH,1.5,,
50-384180-1,ELECTRIC HEATER COIL,5,,
130-384021-0005,ELECTROLUMINESCENT CIRCUIT BREAKER PANEL,1,,
130-384023-0001,ELECTROLUMINESCENT POWER SUPPLY,3,,
D9-55-1,ELEMENT  03W041827,3,,
651540,ELEMENT ASSEMBLY,1,,
452-0130,ELT BATTERY PACK ASSEMBLY ALKALINE*RA-N,1,,
LJFR91.207,ELT INSPECTION,1,,
58-530227-1,EMBLEM BEECH-CREST,0.7,,
90-000053-7,EMBLEM-IDENTIFICATION,0.7,,
501-1228-04,EMERGENCY BATTERY(PS-835D)*RA-N,1,,
ELT110-4,EMERGENCY LOCATER TRANSMITTER W/PACKING,1,,
28007-01-01,ENCODING ALTIMETER,2,,
28007-11-01,ENCODING ALTIMETER,5.5,,
28704D4001,ENCODING ALTIMETER,2,,
066-03064-0005,ENCODING ALTIMETER KEA130,2,,
109-910106-661,ENGINE MOUNT - SUB ASSEMBLY,55,,
50-534553-7,ESCUTCHEON - MAIN ACCESS DOOR  FOLDING S,0.5,,
101-530265-99,ESCUTCHEON ASSEMBLY,1,,
50-554267,EVAPORATOR DUCT AS,30,,
10-381550-4,EXCITER*RA*,2,,
109-950000-97,EXHAUST PIPE ASSEMBLY - LH,1.5,,
109-950000-99,EXHAUST PIPE ASSEMBLY - RH,1.5,,
109-950000-61,EXHAUST PIPE ASSY - L.H.,1.5,,
109-950000-63,EXHAUST PIPE ASSY - R.H.,1.5,,
FA5830-7L,EXHAUST STACK  LH,2,,
FA5830-8R,EXHAUST STACK  RH,2,,
109-950000-1,EXHAUST STACK ASSY,3,,
031130-01,EXPANSION VALVE,1,,
826-027,EXPANSION VALVE,6,,
826-041,EXPANSION VALVE,,,
50-820130-2,EYE ASSEMBLY NG STEERING SWIVEL,2,,
50-820130-8,EYE ASSEM-NOSE          GEAR STEERING,2,,
50-810143-6,EYE-MAIN LDG GR         TURNBUCKLE,2,,
50-524495-21,FAIRLEAD-ELECT TRIM,2,,
101-341779-33,FAN ASSEMBLY - BLOWER INSTALLATION,2,,
1564-1,FAULT WARNING LITE,2,,
101-384212-1,FILL VALVE ASSY-OXYGEN,1,,
101-555084-3,FILTER,1,,
101-524009-91,FILTER - FLIGHT CONTROL ASSIST,1,,
101-524009-0161,FILTER - FLIGHT CONTROL INSTALLATION,1,,
3059788-01,FILTER ELEMENT,3,,
AN6235-3A,FILTER ELEMENT,2,,
50-380069-1,FILTER ELEMENT (B574749)OIL,3.5,,
3022070,FILTER OIL,1,,
146898-1,FILTER PRESS CONTR,4,,
3038142,FILTER-CPRSR ELEME,3,,
114-570031-5,FIRE EXTINGUISER ASSEMBLY-CABIN DOOR*RA,1,,
30301102,FIRE EXTINGUISHER W/CARTRIDGE *RA*,2,,
70002-00,FIRST AID KIT 16 UNIT*RA,1,,
U-700413-123,FIT-O-SEAL,1,,
20619-1,FITTING,1,,
50-820240,FITTING-STOP NOSE GEAR,1,,
AP01-251411-1F,FIXED WINDOW,3.5,,
100-384040,FLAP MOTOR,3,,
100-384053-7,FLAP POS INDICATOR,1.5,,
50-364314-6619,FLAP SWITCH,3,,
50-364314-613,FLAP SWITCH ASSEMBLY,6,,
55-0221-1,FLASH TUBE,1,,
01-0266038-00,FLASHER,1,,
01-0268469-00,FLASHER,1,,
01-0790081-00,FLASHING BEACON,1,,
01-0790081-01,FLASHING BEACON,1,,
202331,FLASHTUBE,2,,
50-380057-1,FLEX DUCT,12,,
50-380057-3,FLEX DUCT,12,,
1 1/4ID TC321,FLEX HOSE,2,,
1 1/4TC321X120,FLEX HOSE,2,,
90-910099-13,FLEX HOSE ASSEM,2.5,,
90-910099-1,FLEX HOSE ASSEM         ENGINE,1.5,,
90-910099-9,FLEX HOSE ASSEM         ENGINE,2.5,,
90-910100-1,FLEX HOSE ASSEMBLY,2.5,,
90-910100-13,FLEX HOSE ASSEMBLY,1,,
90-910100-17,FLEX HOSE ASSEMBLY,2.5,,
58-380043-1,FLIGHT HOUR METER,1,,
100-389016-1,FLOAT SWITCH,2,,
118-381002-1,FLOAT VALVE ASSEMBLY,2.5,,
90-430043-25,FLOORBOARD ASSY-        CABIN,1,,
97-380000-33,FLOW CONTROL VALVE,3,,
3019906,FLOW DIVIDER,3,,
9133-25-B1,FLOWMETER TRANSMITTER,1,,
6900026,FLUORESCENT LIGHT ASSEMBLY,1,,
97-530105-65,FOOT ASSY - PARTITION PANEL ASSY,1,,
100-530448-7,FOOT-LEG ASSEM          LATERAL TRACKING,2,,
101-420089-11,FRAME,12,,
101-530351-53,FRAME ASSEMBLY LH,10,,
101-530351-54,FRAME ASSEMBLY-WINDOW FRAME ASSEM  RH,10,,
101-420089-30,FRAME- FS 100.50,12,,
91-380003,FUEL BOOST PUMP,2,,
1D2-12,FUEL BOOST PUMP *RA,4,,
100-381005-15,FUEL CAP,1,,
100-381005-1,FUEL CAP ASSEM,0.5,,
002-920013-4,FUEL CELL,10,,
100-381002-1,FUEL CELL,10,,
